,content,categories,priority
6582,m6 5 strike 222 km ne cebu city 11 min ago effect report eyewitness ,,
6583,another earthquake hit ph today yesterday here luzon today visayas ,,
6584,look president rodrigo duterte visit quake hit area pampanga wake monday afternoon s magnitude 6 1 earthquake hit metro manila other part luzon christopher go ,,
6585,look class feu manila now suspend due strong earthquake felt afternoon via ,,
6586,pretty strong earthquake here philippine evacuate our building taiwan too hear hope all safe sound ,,
6587,earthquake manila yesterday magnitude 6 1 mall moa time check new outfit when ground suddenly vibrate hard all sale lady duck position while try figure out exit go outside book taxi get out ,,
6588,after turn himself authority owner supermarket porac pampanga collapse during monday s earthquake now face investigation possibly criminal ,,
6589,sorry interrupt all please understand why some army t active vote now experience earthquake aftershock hope give time pray philippine thankyou much bts ,,
6590,look here some fact need know cavite fault line location safety measure before during after earthquake more post base information post heraldo filipino april 22 ,,
6591,all passenger evacuate train station operation halt due earthquake monday april 22 ,,
6592,another earthquake strike philippine today one registering 6 3 magnitude pray my loved one all affect during devastating time hop all stay safe ,,
6593,fire cabanatuan city magnitude 6 1 earthquake 3 4 s luzon please keep everyone safe need more safe let s pray everyone s sake para walang masaktan god hear our wish ,,
6594,earthquake information 5 11 pm philippine time magnitude 6 1 record zambales philippine depth 5 km ,,
6595,5 7 magnitude earthquake occur some province here philippine wish all ph pearl safe ,,
6596,yesterday luzon region experience magnitude 6 1 earthquake today eastern samar just hit magnitude 6 5 earthquake two consecutive day earthquake ph please pray philippine always keep safe everyone ,,
6597,chancellor tan all class suspend today apr 22 due earthquake hit quezon city rest metro manila some area luzon today via ,,
6598,earthquake philippines 2019 via ,,
6599,earthquake natural disaster shouldn t joke your information blackpink really know here philippine before tweet something get your fact right ,,
6600,my prayer family lose loved one due earthquake joke befit situation happen let s set aside humor fill gap lose loved one pray alert stay safe ,,
6601,pray peace aside pray safety should first thing should ask him time like earthquake hold promise our life hand matter ,,
6602,today maybe luzon earthquake just call u make u realize great enemy maybe now time acknowledge our part make our country world good place ,,
6603,skyscraper s rooftop pool spill everywhere earthquake rock manila philippine rock 6 3 earthquake morning send building sway people run safety ,,
6604,amidst strong earthquake luzon visayas shake gate heaven prayer safe mindanao ,,
6605,im sorry earthquake occur philippine hope everyone well ill send prayer your family ,,
6606,strong earthquake 6 3 mag 1 km nne gutad philippine earthquake today ,,
6607,magnitude 6 1 earthquake hit metro manila video footage compilation via ,,
6608,shock moment rooftop pool pour down skyscraper earthquake hit philippine ,,
6609,yesterday earthquake luzon today earthquake visayas tomorrow wala na po sana ,,
6610,really alarm earthquake yesterday magnitude 6 1 hit luzon area right now another earthquake occur here visayas magnitude 6 5 stay safe everyone ,,
6611,2019 04 23 philippine 6 1 m earthquake 22 april 2019 ,,
6612,live 2019 today strike off coast live philippine earthquake 1 ,,
6613,exo hope jongin safe rn him padding squad cebu philippine earthquake ,,
6614,s earth day today s another earthquake high magnitude philippine please stay safe everyone protect our planet ,,
6615,m suppose show up work earlier evening decide even though company say building safe our office get hit hard earthquake well wont risk day earnings well safe now ,,
6616,send all my prayer my co phixos other people affect earthquake here philippine laban lang tiwala tayo kay lord ,,
6617,another mag 6 3 25mins ago earthquake magnitude 6 3 samar philippine 2019 april 23 05 37 57 utc ,,
6618,central philippine hit mag 6 3 earthquake tremor shake luzon city 09 11 utc 5am edt depth 25mi amp 40mi nw manila ,,
6619,late new 6 3 magnitude earthquake hit philippine ,,
6620,thanos arrive ,,
6621,like t believe experience 6 1 magnitude earthquake pampanga mean pampanga fear promise sobrang nakakatakot yung spin shake panic t even recall duck cover hold na pina practice since elementary ,,
6622,group push welfare protection business process outsource bpo employee call out outsourcing firm evacuate worker follow magnitude 6 1 earthquake rock luzon monday april 22 ,,
6623,pls stay safe take care ,,
6624,aftershock please ,,
6625,watch video aftermath earthquake manila then out nowhere earthquake happen think m scared shitless right mow ,,
6626,manila malacañang say monday closely monitoring area affect 6 1 magnitude earthquake strike luzon ,,
6627,pray philippine less than 24 hour after 5 7 magnitude earthquake another shock strike 68 km away tacloban 6 4 magnitude strong than one yesterday ,,
6628,pray without cease ,,
6629,report concern earthquake incident public may call dpwh hotline 02 165 02 contact dpwh through official social medium account facebook twitter ,,
6630,look santa catalina de alejandria church s porac church octagonal bell tower collapse during 6 1 magnitude earthquake porac pampanga april 22 2019 ,,
6631,nine people kill porac lubao town pampanga follow magnitude 6 1 earthquake hit luzon monday afternoon ,,
6632,many article write stray kid heartfelt affection people philippine especially philippine stay experience earthquake ab cbn news gma news soompi koreaboo different kind site ,,
6633,deadly earthquake rock philippines building sway manila ,,
6634,international news approves constitutional change recovery continue church suffer vandalism missionary free ,,
6635,koomorning everyone all my moot out especially here philippine pls stay alarm always ready because s another earthquake happen early 2am here metro manila let s pray lot lot m nervous heck since monday ,,
6636,let s careful guy people still joke around despite very scary experience ,,
6637,earthquake magnitude 5 2 mindanao philippine 2019 april 26 05 27 07 utc ,,
6638,keep safe manila earthquake ,,
6639,hi earthquake m5 2 recently hit near general luna philippine 2019 04 26 22 28 utc 28m 30 ago feel please answer one yes ,,
6640,live philippine too me my friend start video call then suddenly two like oh my oh my andy then say huge earthquake go min guess ,,
6641,earthquake information 1 date time 22 apr 2019 12 40 magnitude 2 3 depth 119 kilometer location 13 67n 120 59e 018 km s 14 ,,
6642,department energy activate task force energy resiliency after 6 1 magnitude earthquake hit part luzon past 5 pm monday via ,,
6643,two my friend post our daily bread today april 22 coincidence 5pm luzon felt lord keep our family safe po esp lindol other calamity ,,
6644,few year ago think four exact series earthquake manila shock everyone into try ,,
6645,re see please lift up quick prayer luzon visayas recent earthquake happen mindanao our country need ,,
6646,hope everyone earthquake manila okay ,,
6647,still bit shook another earthquake earlier time back home manila hopefully more aftershock scary one ever experience prepare all ,,
6648,another earthquake samar please pray philippine ,,
6649,pcso give p5 million earthquake hit pampanga another p1 5 million zambales ,,
6650,child employee supermarket porac pampanga among casualty 6 1 magnitude earthquake strike province ,,
6651,powerful earthquake shake philippines kill five north manila manilans live fear one day big one devastate city ,,
6652,6 1 magnitude earthquake hit near philippine capital strong earthquake rattle philippine monday topple electricity pole damaging infrastructure official say ,,
