,content,categories,priority
3931,charlotte surround area box give exclusive insight your favorite across carolina ,['Irrelevant'],Low
3932,picture tonight storm roll through fayetteville some impressive lighting strike ,"['MultimediaShare', 'Hashtags']",Low
3933,eastern north carolina pender county entire region flood ,"['Location', 'MultimediaShare', 'Official', 'Hashtags', 'Advice']",Low
3934,close due flood alt hwy both eb wb between hope vly rd ,"['Location', 'EmergingThreats', 'Hashtags']",Medium
3935,today extend forecast ,"['Weather', 'Location', 'MultimediaShare', 'Hashtags']",Low
3936,close due flood alt parker rd hwy between wellons rd both nb sb raleigh rd ,"['Location', 'EmergingThreats', 'Hashtags', 'News']",Medium
3937,survive cancel our keynote event least get fee some year med student bagel re back today pizza see all noon ,"['MultimediaShare', 'CleanUp', 'Discussion']",Low
3938,thanks thought prayer head carolina share story local help out ,"['MultimediaShare', 'CleanUp', 'News']",Low
3939,please retweet swamp homeless cat dog due severe flooding confused scar ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
3940,national disaster response unit base out maryland michael ziolkowski handler ,['Irrelevant'],Low
3941,excite news report pleased announce keynote speaker tom dundon owner carolina hurricane help u give him big caniac welcome january learn more tom here ,['Irrelevant'],Low
3942,kayak cross see more photo around chapel hill monday ,"['MultimediaShare', 'Official', 'CleanUp', 'Hashtags']",Low
3943,able check some property morning wrightsville beach make quick video palm tree island lee cut ,"['Location', 'MultimediaShare', 'Hashtags']",Low
3944,good morning everyone clean up just begin some still shelter flooding everyone mind after day close open today need anything ,"['ServiceAvailable', 'CleanUp']",Low
3945,nowhere still recover hurricane florence ,['Irrelevant'],Low
3946,how feel after realize leave damage welcome re open ready meet ya ,"['ServiceAvailable', 'Hashtags']",Low
3947,today all completely submerge ,"['Location', 'MultimediaShare', 'Hashtags']",Low
3948,happy help recovery put our tool work ,"['ServiceAvailable', 'Hashtags']",Low
3949,face doggie very happy rain go away enjoy all scent storm blow into yard ,['Irrelevant'],Low
3950,continue fly evacuee resident say re thankful safe ground ,"['MultimediaShare', 'Hashtags', 'News']",Low
3951,visitor center accept item behalf alumnus association order help affect hurricane florence stop drop off your item ,['Donations'],Low
3952,receive visit fema administrator brock long north carolina governor roy cooper today thank team our work always like grab good selfie ,"['MultimediaShare', 'CleanUp', 'Hashtags']",Low
3953,catastrophic flooding year flood plain twice two year guess need start learn how live boat house ,['Discussion'],Low
3954,why should getaway mountain ,['Irrelevant'],Low
3955,attention due unforeseen circumstance hurricane florence force postpone event friday september all ticket purchase use event wait owt get experience lifetime ,['Location'],Low
3956,love want give back proceeds shirt go hurricane florence relief effort here carolina ,"['Donations', 'MultimediaShare', 'News']",Low
3957,lakers almost never wear white nbd hurricane want red jersey black jersey only wear white when either clash ie nj devil montreal away cool ,['Irrelevant'],Low
3958,my entire home town here fayetteville north carolina fayettenam devastate flood ,"['Location', 'Discussion']",Low
3959,dear people north carolina common sense would tell ya ll impact pleaseeee dont call into ask outage lol duhhh course smh ,"['Hashtags', 'Advice']",Low
3960,now determine must nearly people wilmington metropolitan area trap again during major storm event happen again se nc hit two major hurricane event two year ,"['Hashtags', 'Discussion']",Low
3961,god everyone through storm ,"['Hashtags', 'Sentiment']",Low
3962,change storm track reality leave charlotte today vega race weekend make u hope get back home sunday night ,['Irrelevant'],Low
3963,tremendously worry hurricane racing my state tremendously unsure governmental support provide u remember puerto rico ,"['Hashtags', 'Discussion']",Low
3964,fuck everyone stay behind just loot other people home evacuate hurricane hope all piece shit die either storm get fucking shot fucking face break into someone house fuck scum earth ,['Discussion'],Low
3965,stay safe out friends all stock up essential over here ,"['Hashtags', 'Sentiment']",Low
3966,like look down barrel gun dangerous treat such ,"['MultimediaShare', 'Hashtags', 'Advice']",Low
3967,prepare georgia through big hurricane hurricane ivan take surprise foot water blast through house mean blast ,['Advice'],Low
3968,preparation hurricane florence close today wed sept close least thurs fri sept stay tune our facebook page our website update when reopen ,['Location'],Low
3969,distinction my first hurricane northerner see something new terrible ,['Discussion'],Low
3970,pray doesn ruin my future home stay safe ,"['Hashtags', 'Sentiment']",Low
3971,please pray my area during hurricane shift south right now dont know really exactly whats happen just pray ga doesn get hit bad ,['Sentiment'],Low
3972,leave cola meter maid full force hurricane loom over u ,['Irrelevant'],Low
3973,due hurricane florence our concert newberry sc friday night cancel reschedule later date pray safety all people line storm ,"['Location', 'Sentiment']",Low
3974,right now public work crew lancaster county busy dig out clog storm drain pipe ahead florence re hop minimize street flood ,"['Location', 'MultimediaShare', 'CleanUp', 'News']",Low
3975,just now realize hurricane hurricane just hurricane ,['Discussion'],Low
3976,prepare hurricane florence like ,['Irrelevant'],Low
3977,just want come florence stay safe everyone ,"['Weather', 'MultimediaShare']",Low
3978,hurricane prepping record watch inbetween prepping ,['Irrelevant'],Low
3979,severe flooding may just bad potential boone next week class cancellation ,['Discussion'],Low
3980,all pray my city especially marine camp lejune haven put under mandatory evacuation leave nor hurricane prep home surround water all side topsail ei wilmington please pray our marine ,['Sentiment'],Low
3981,keep tellin my mom hurricane hurricane like ok like girl ,['Discussion'],Low
3982,anderson cooper slam trump tone deaf remark still think successfully handle puerto rico god please watch over carolina clue still talk first collusion ,"['MultimediaShare', 'Hashtags', 'Sentiment']",Low
3983,volunteer make donate hygiene kit help evacuee thank help our community prepare ,['Hashtags'],Low
3984,new project path hurricane florence direct hit my location sunday morning t ,"['Weather', 'MultimediaShare']",Low
3985,live south carolina gov henry mcmaster brief medium cat hurricane potential impact watch station here listen station more info ,"['Hashtags', 'News']",Low
3986,my mama just say pray carolina way time go durham county north carolina ,['Sentiment'],Low
3987,join u evening mzcc wilkinson street cayce sc sanctuary prayer seek god face hurricane florence control storm ,['Irrelevant'],Low
3988,wait more hurricane florence head towards columbia ,['Irrelevant'],Low
3989,just friendly reminder stay inside during hurricane ,"['MultimediaShare', 'Advice']",Low
3990,newspaper sell lobby hospital salisbury aug rain drain headline reminder happen here little over month ago come ,"['MultimediaShare', 'Hashtags']",Low
3991,look my two cams new bern waterfront rodanthe pier obx live view our iphone app hurricane impact ,"['Location', 'MultimediaShare']",Low
3992,last minute gig best week schedule change drastically due monster hurricane last minute gem ,['Irrelevant'],Low
3993,don get see friday bc one know flood rain my tear ,['Hashtags'],Low
3994,really hop hurricane doesn affect charlotte much flight saturday south america reallyyyyyy don want miss haha ,['Irrelevant'],Low
3995,tropical storm trace coastline sw eventually make landfall ts major hurricane ,"['MultimediaShare', 'Hashtags', 'ContextualInformation']",Low
3996,hurricane such big financial gainer government believe govt create ,['Irrelevant'],Low
3997,neuse river pose significant flood threat town haven yet evacuate now time shelter craven co havelock h brinson elem ben quinn elem pet friendly farm life elem stick update ,"['MovePeople', 'ServiceAvailable', 'News', 'Advice']",Medium
3998,preparation hurricane florence fort pulaski close begin thursday september park remain closed until after storm pass re open once damage assessment make park deem safe visitation ,"['Location', 'Official']",Low
3999,potato chip today saw truck several store loris all preparing hurricane florence ,"['MultimediaShare', 'Hashtags']",Low
4000,due unpredictability cancel all program creekside park after thursday plan resume regular programming monday let ,['Location'],Low
4001,stay safe prepare bring home ,"['ServiceAvailable', 'Hashtags']",Low
4002,fly back home nc brace enjoy little irony ,['Irrelevant'],Low
4003,time limited tweet show re all thinking carolina ,['Irrelevant'],Low
4004,some asshat just accuse me post exaggerated graphic scare people get retweets any graphic post make meteorologist national weather service national hurricane center people right scar storm couldn care less rts ,['Discussion'],Low
4005,get ready flo need community blood center carolina ,['Donations'],Low
4006,hurricane move our friday night light wednesday night light patriot blow through newberry v tri county go ,"['Hashtags', 'Discussion']",Low
4007,pretty serious word here national hurricane center storm surge unit ,"['MovePeople', 'MultimediaShare', 'Hashtags', 'News', 'Advice']",Low
4008,ok darling talk u here stay updated check out youtube hurricane florence channel zello ,"['MultimediaShare', 'Advice']",Low
4009,leave college due please safe out path ,"['Hashtags', 'Sentiment']",Low
4010,truck don just roll themselves gas station grocery store keep america move even dark hour when people scar anxious really come rescue ,"['Hashtags', 'Sentiment']",Low
